sample_id,split,segment_id,start_time,end_time,input_rel_paths_json,target_rel_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S006546,val,13,2026-02-20 13:06:00,2026-02-20 13:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220130600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220131200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220131800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220132400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:06:00"", ""2026-02-20 13:12:00"", ""2026-02-20 13:18:00"", ""2026-02-20 13:24:00"", ""2026-02-20 13:30:00""]","[""2026-02-20 13:36:00"", ""2026-02-20 13:42:00"", ""2026-02-20 13:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006547,val,13,2026-02-20 13:12:00,2026-02-20 13:54:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220131200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220131800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220132400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:12:00"", ""2026-02-20 13:18:00"", ""2026-02-20 13:24:00"", ""2026-02-20 13:30:00"", ""2026-02-20 13:36:00""]","[""2026-02-20 13:42:00"", ""2026-02-20 13:48:00"", ""2026-02-20 13:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006548,val,13,2026-02-20 13:18:00,2026-02-20 14:00:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220131800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220132400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:18:00"", ""2026-02-20 13:24:00"", ""2026-02-20 13:30:00"", ""2026-02-20 13:36:00"", ""2026-02-20 13:42:00""]","[""2026-02-20 13:48:00"", ""2026-02-20 13:54:00"", ""2026-02-20 14:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006549,val,13,2026-02-20 13:24:00,2026-02-20 14:06:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220132400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:24:00"", ""2026-02-20 13:30:00"", ""2026-02-20 13:36:00"", ""2026-02-20 13:42:00"", ""2026-02-20 13:48:00""]","[""2026-02-20 13:54:00"", ""2026-02-20 14:00:00"", ""2026-02-20 14:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006550,val,13,2026-02-20 13:30:00,2026-02-20 14:12:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:30:00"", ""2026-02-20 13:36:00"", ""2026-02-20 13:42:00"", ""2026-02-20 13:48:00"", ""2026-02-20 13:54:00""]","[""2026-02-20 14:00:00"", ""2026-02-20 14:06:00"", ""2026-02-20 14:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006551,val,13,2026-02-20 13:36:00,2026-02-20 14:18:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220133600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:36:00"", ""2026-02-20 13:42:00"", ""2026-02-20 13:48:00"", ""2026-02-20 13:54:00"", ""2026-02-20 14:00:00""]","[""2026-02-20 14:06:00"", ""2026-02-20 14:12:00"", ""2026-02-20 14:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006552,val,13,2026-02-20 13:42:00,2026-02-20 14:24:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:42:00"", ""2026-02-20 13:48:00"", ""2026-02-20 13:54:00"", ""2026-02-20 14:00:00"", ""2026-02-20 14:06:00""]","[""2026-02-20 14:12:00"", ""2026-02-20 14:18:00"", ""2026-02-20 14:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006553,val,13,2026-02-20 13:48:00,2026-02-20 14:30:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220134800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:48:00"", ""2026-02-20 13:54:00"", ""2026-02-20 14:00:00"", ""2026-02-20 14:06:00"", ""2026-02-20 14:12:00""]","[""2026-02-20 14:18:00"", ""2026-02-20 14:24:00"", ""2026-02-20 14:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006554,val,13,2026-02-20 13:54:00,2026-02-20 14:36:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220135400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 13:54:00"", ""2026-02-20 14:00:00"", ""2026-02-20 14:06:00"", ""2026-02-20 14:12:00"", ""2026-02-20 14:18:00""]","[""2026-02-20 14:24:00"", ""2026-02-20 14:30:00"", ""2026-02-20 14:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006555,val,13,2026-02-20 14:00:00,2026-02-20 14:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:00:00"", ""2026-02-20 14:06:00"", ""2026-02-20 14:12:00"", ""2026-02-20 14:18:00"", ""2026-02-20 14:24:00""]","[""2026-02-20 14:30:00"", ""2026-02-20 14:36:00"", ""2026-02-20 14:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006556,val,13,2026-02-20 14:06:00,2026-02-20 14:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220140600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:06:00"", ""2026-02-20 14:12:00"", ""2026-02-20 14:18:00"", ""2026-02-20 14:24:00"", ""2026-02-20 14:30:00""]","[""2026-02-20 14:36:00"", ""2026-02-20 14:42:00"", ""2026-02-20 14:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006557,val,13,2026-02-20 14:12:00,2026-02-20 14:54:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:12:00"", ""2026-02-20 14:18:00"", ""2026-02-20 14:24:00"", ""2026-02-20 14:30:00"", ""2026-02-20 14:36:00""]","[""2026-02-20 14:42:00"", ""2026-02-20 14:48:00"", ""2026-02-20 14:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006558,val,13,2026-02-20 14:18:00,2026-02-20 15:00:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220141800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:18:00"", ""2026-02-20 14:24:00"", ""2026-02-20 14:30:00"", ""2026-02-20 14:36:00"", ""2026-02-20 14:42:00""]","[""2026-02-20 14:48:00"", ""2026-02-20 14:54:00"", ""2026-02-20 15:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006559,val,13,2026-02-20 14:24:00,2026-02-20 15:06:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220142400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:24:00"", ""2026-02-20 14:30:00"", ""2026-02-20 14:36:00"", ""2026-02-20 14:42:00"", ""2026-02-20 14:48:00""]","[""2026-02-20 14:54:00"", ""2026-02-20 15:00:00"", ""2026-02-20 15:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006560,val,13,2026-02-20 14:30:00,2026-02-20 15:12:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:30:00"", ""2026-02-20 14:36:00"", ""2026-02-20 14:42:00"", ""2026-02-20 14:48:00"", ""2026-02-20 14:54:00""]","[""2026-02-20 15:00:00"", ""2026-02-20 15:06:00"", ""2026-02-20 15:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006561,val,13,2026-02-20 14:36:00,2026-02-20 15:18:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220143600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151800_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:36:00"", ""2026-02-20 14:42:00"", ""2026-02-20 14:48:00"", ""2026-02-20 14:54:00"", ""2026-02-20 15:00:00""]","[""2026-02-20 15:06:00"", ""2026-02-20 15:12:00"", ""2026-02-20 15:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006562,val,13,2026-02-20 14:42:00,2026-02-20 15:24:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220152400_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:42:00"", ""2026-02-20 14:48:00"", ""2026-02-20 14:54:00"", ""2026-02-20 15:00:00"", ""2026-02-20 15:06:00""]","[""2026-02-20 15:12:00"", ""2026-02-20 15:18:00"", ""2026-02-20 15:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006563,val,13,2026-02-20 14:48:00,2026-02-20 15:30:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220144800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153000_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:48:00"", ""2026-02-20 14:54:00"", ""2026-02-20 15:00:00"", ""2026-02-20 15:06:00"", ""2026-02-20 15:12:00""]","[""2026-02-20 15:18:00"", ""2026-02-20 15:24:00"", ""2026-02-20 15:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006564,val,13,2026-02-20 14:54:00,2026-02-20 15:36:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220145400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153600_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 14:54:00"", ""2026-02-20 15:00:00"", ""2026-02-20 15:06:00"", ""2026-02-20 15:12:00"", ""2026-02-20 15:18:00""]","[""2026-02-20 15:24:00"", ""2026-02-20 15:30:00"", ""2026-02-20 15:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006565,val,13,2026-02-20 15:00:00,2026-02-20 15:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220152400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220154200_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 15:00:00"", ""2026-02-20 15:06:00"", ""2026-02-20 15:12:00"", ""2026-02-20 15:18:00"", ""2026-02-20 15:24:00""]","[""2026-02-20 15:30:00"", ""2026-02-20 15:36:00"", ""2026-02-20 15:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006566,val,13,2026-02-20 15:06:00,2026-02-20 15:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220150600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220154800_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 15:06:00"", ""2026-02-20 15:12:00"", ""2026-02-20 15:18:00"", ""2026-02-20 15:24:00"", ""2026-02-20 15:30:00""]","[""2026-02-20 15:36:00"", ""2026-02-20 15:42:00"", ""2026-02-20 15:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S006567,val,13,2026-02-20 15:12:00,2026-02-20 15:54:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220151800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220152400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220153600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220154200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220154800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260220155400_12.2_54.2_73.0_135.0.png""]","[""2026-02-20 15:12:00"", ""2026-02-20 15:18:00"", ""2026-02-20 15:24:00"", ""2026-02-20 15:30:00"", ""2026-02-20 15:36:00""]","[""2026-02-20 15:42:00"", ""2026-02-20 15:48:00"", ""2026-02-20 15:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
