sample_id,split,segment_id,start_time,end_time,input_std_paths_json,target_std_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S004738,train,13,2026-02-12 23:36:00,2026-02-13 00:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212233600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212234200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212234800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212235400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-12 23:36:00"", ""2026-02-12 23:42:00"", ""2026-02-12 23:48:00"", ""2026-02-12 23:54:00"", ""2026-02-13 00:00:00""]","[""2026-02-13 00:06:00"", ""2026-02-13 00:12:00"", ""2026-02-13 00:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004739,train,13,2026-02-12 23:42:00,2026-02-13 00:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212234200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212234800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212235400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-12 23:42:00"", ""2026-02-12 23:48:00"", ""2026-02-12 23:54:00"", ""2026-02-13 00:00:00"", ""2026-02-13 00:06:00""]","[""2026-02-13 00:12:00"", ""2026-02-13 00:18:00"", ""2026-02-13 00:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004740,train,13,2026-02-12 23:48:00,2026-02-13 00:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212234800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212235400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-12 23:48:00"", ""2026-02-12 23:54:00"", ""2026-02-13 00:00:00"", ""2026-02-13 00:06:00"", ""2026-02-13 00:12:00""]","[""2026-02-13 00:18:00"", ""2026-02-13 00:24:00"", ""2026-02-13 00:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004741,train,13,2026-02-12 23:54:00,2026-02-13 00:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260212235400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-12 23:54:00"", ""2026-02-13 00:00:00"", ""2026-02-13 00:06:00"", ""2026-02-13 00:12:00"", ""2026-02-13 00:18:00""]","[""2026-02-13 00:24:00"", ""2026-02-13 00:30:00"", ""2026-02-13 00:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004742,train,13,2026-02-13 00:00:00,2026-02-13 00:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:00:00"", ""2026-02-13 00:06:00"", ""2026-02-13 00:12:00"", ""2026-02-13 00:18:00"", ""2026-02-13 00:24:00""]","[""2026-02-13 00:30:00"", ""2026-02-13 00:36:00"", ""2026-02-13 00:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004743,train,13,2026-02-13 00:06:00,2026-02-13 00:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213000600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:06:00"", ""2026-02-13 00:12:00"", ""2026-02-13 00:18:00"", ""2026-02-13 00:24:00"", ""2026-02-13 00:30:00""]","[""2026-02-13 00:36:00"", ""2026-02-13 00:42:00"", ""2026-02-13 00:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004744,train,13,2026-02-13 00:12:00,2026-02-13 00:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:12:00"", ""2026-02-13 00:18:00"", ""2026-02-13 00:24:00"", ""2026-02-13 00:30:00"", ""2026-02-13 00:36:00""]","[""2026-02-13 00:42:00"", ""2026-02-13 00:48:00"", ""2026-02-13 00:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004745,train,13,2026-02-13 00:18:00,2026-02-13 01:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213001800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:18:00"", ""2026-02-13 00:24:00"", ""2026-02-13 00:30:00"", ""2026-02-13 00:36:00"", ""2026-02-13 00:42:00""]","[""2026-02-13 00:48:00"", ""2026-02-13 00:54:00"", ""2026-02-13 01:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004746,train,13,2026-02-13 00:24:00,2026-02-13 01:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213002400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:24:00"", ""2026-02-13 00:30:00"", ""2026-02-13 00:36:00"", ""2026-02-13 00:42:00"", ""2026-02-13 00:48:00""]","[""2026-02-13 00:54:00"", ""2026-02-13 01:00:00"", ""2026-02-13 01:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004747,train,13,2026-02-13 00:30:00,2026-02-13 01:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:30:00"", ""2026-02-13 00:36:00"", ""2026-02-13 00:42:00"", ""2026-02-13 00:48:00"", ""2026-02-13 00:54:00""]","[""2026-02-13 01:00:00"", ""2026-02-13 01:06:00"", ""2026-02-13 01:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004748,train,13,2026-02-13 00:36:00,2026-02-13 01:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213003600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:36:00"", ""2026-02-13 00:42:00"", ""2026-02-13 00:48:00"", ""2026-02-13 00:54:00"", ""2026-02-13 01:00:00""]","[""2026-02-13 01:06:00"", ""2026-02-13 01:12:00"", ""2026-02-13 01:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004749,train,13,2026-02-13 00:42:00,2026-02-13 01:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:42:00"", ""2026-02-13 00:48:00"", ""2026-02-13 00:54:00"", ""2026-02-13 01:00:00"", ""2026-02-13 01:06:00""]","[""2026-02-13 01:12:00"", ""2026-02-13 01:18:00"", ""2026-02-13 01:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004750,train,13,2026-02-13 00:48:00,2026-02-13 01:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213004800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:48:00"", ""2026-02-13 00:54:00"", ""2026-02-13 01:00:00"", ""2026-02-13 01:06:00"", ""2026-02-13 01:12:00""]","[""2026-02-13 01:18:00"", ""2026-02-13 01:24:00"", ""2026-02-13 01:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004751,train,13,2026-02-13 00:54:00,2026-02-13 01:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213005400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 00:54:00"", ""2026-02-13 01:00:00"", ""2026-02-13 01:06:00"", ""2026-02-13 01:12:00"", ""2026-02-13 01:18:00""]","[""2026-02-13 01:24:00"", ""2026-02-13 01:30:00"", ""2026-02-13 01:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004752,train,13,2026-02-13 01:00:00,2026-02-13 01:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 01:00:00"", ""2026-02-13 01:06:00"", ""2026-02-13 01:12:00"", ""2026-02-13 01:18:00"", ""2026-02-13 01:24:00""]","[""2026-02-13 01:30:00"", ""2026-02-13 01:36:00"", ""2026-02-13 01:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004753,train,13,2026-02-13 01:06:00,2026-02-13 01:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213010600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 01:06:00"", ""2026-02-13 01:12:00"", ""2026-02-13 01:18:00"", ""2026-02-13 01:24:00"", ""2026-02-13 01:30:00""]","[""2026-02-13 01:36:00"", ""2026-02-13 01:42:00"", ""2026-02-13 01:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004754,train,13,2026-02-13 01:12:00,2026-02-13 01:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213015400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 01:12:00"", ""2026-02-13 01:18:00"", ""2026-02-13 01:24:00"", ""2026-02-13 01:30:00"", ""2026-02-13 01:36:00""]","[""2026-02-13 01:42:00"", ""2026-02-13 01:48:00"", ""2026-02-13 01:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004755,train,13,2026-02-13 01:18:00,2026-02-13 02:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213011800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213015400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213020000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 01:18:00"", ""2026-02-13 01:24:00"", ""2026-02-13 01:30:00"", ""2026-02-13 01:36:00"", ""2026-02-13 01:42:00""]","[""2026-02-13 01:48:00"", ""2026-02-13 01:54:00"", ""2026-02-13 02:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004756,train,13,2026-02-13 01:24:00,2026-02-13 02:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213012400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213015400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213020600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 01:24:00"", ""2026-02-13 01:30:00"", ""2026-02-13 01:36:00"", ""2026-02-13 01:42:00"", ""2026-02-13 01:48:00""]","[""2026-02-13 01:54:00"", ""2026-02-13 02:00:00"", ""2026-02-13 02:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004757,train,13,2026-02-13 01:30:00,2026-02-13 02:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213013600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213014800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213015400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213020000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213020600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260213021200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-13 01:30:00"", ""2026-02-13 01:36:00"", ""2026-02-13 01:42:00"", ""2026-02-13 01:48:00"", ""2026-02-13 01:54:00""]","[""2026-02-13 02:00:00"", ""2026-02-13 02:06:00"", ""2026-02-13 02:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
